3588;Tequila Sunrise
3611;Event Horizon [VHS]
3628;The Game [VHS]
3633;Masquerade [VHS]
3638;The Matchmaker [VHS]
3640;Happy Together [VHS]
3650;Cobra
3654;The Specialist
3662;Human Monster [VHS]
3679;Life Less Ordinary [VHS]
3687;Rocketman [VHS]
3691;Full Monty [VHS]
3696;Black Sabbath [VHS]
3702;In & Out [VHS]
3713;Sleuth
3733;Wing Chun
3735;Mrs. Brown [VHS]
3755;Custer of the West [VHS]
3772;Anastasia (Widescreen Edition) [VHS]
3782;Meet John Doe (with special introduction by Frank Capra Jr.) [VHS]
3858;Gargoyles [VHS]
3875;Home Alone 3 [VHS]
3882;Patton [VHS]
3885;Firestorm [VHS]
3894;Passenger 57
3897;Children of the Corn V: Field of Terror [VHS]
3901;Terror of Mechagodzilla [VHS]
3918;The Satanic Rites Of Dracula [VHS]
3926;Rainmaker [VHS]
3932;The Night Strangler [VHS]
3938;Godzilla: King of Monsters [VHS]
3955;Evil Dead (Limited Edition) [VHS]
3964;In the Heat of the Night [VHS]
3993;Retroactive [VHS]
3999;Lost World [VHS]
4016;Night of the Living Dead
4021;Santa Claus: Movie [VHS]
4056;A Chinese Ghost Story
4087;Made for Each Other
4088;Nightwatch [VHS]
4121;Crimes and Misdemeanors
4128;Planet of the Apes Collection (Widescreen Edition) [VHS]
4139;Frankenstein Created Woman [VHS]
4157;Tales From Crypt: Bordello of Blood
4159;Open City
4161;Shivers [VHS]
4162;Fallen Angels [VHS]
4167;Cross of Iron [VHS]
4170;Two Girls & A Guy [VHS]
4210;Deep Rising [VHS]
4221;Sabrina
4278;The Devil Rides Out
4288;Sliding Doors [VHS]
4291;The American President [VHS]
4312;Horse Whisperer [VHS]
4330;Dr Giggles
4341;Man with the Movie Camera
4355;Clean & Sober
4359;Basket Case
4362;Prizzi's Honor [VHS]
4371;Dead Calm
4372;Henry: Portrait of a Serial Killer [VHS]
4373;Needful Things
4395;Subspecies 4: Bloodstorm
4400;Truman Show [VHS]
4417;Madonna - The Immaculate Collection
4477;Cube
4499;Rounders [VHS]
4509;Slums of Beverly Hills [VHS]
4524;A Man for All Seasons
4529;Bad Boys
4535;Ever After - A Cinderella Story [VHS]
4571;Die Hard Trilogy
4572;All I Wanna Do [VHS]
4576;Nosferatu the Vampyre [VHS]
4603;Celebrity [VHS]
4605;Dances with Wolves - DTS
4606;A Night at the Roxbury [VHS]
4640;Shaolin Master Killer [VHS]
4654;Sunday in the Park with George
4701;You've Got Mail [VHS]
4711;Vampyros Lesbos
4713;Alice in Wonderland [VHS]
4715;The Black Hole [VHS]
4719;Orgazmo (Unrated Version) [VHS]
4742;Nights of Cabiria [VHS]
4744;Insomnia (The Criterion Collection)
4766;Lost Horizon
4767;Down in the Delta [VHS]
4772;A Civil Action [VHS]
4773;Life Is Beautiful (La Vita E Bella) [VHS]
4774;His Girl Friday
4775;She's All That [VHS]
4788;The Faculty
4795;Hi-Lo Country
4797;The Thin Red Line [VHS]
4802;Hilary & Jackie
4804;Horror Classics, Vol. 3: The Bat/House on Haunted Hill
4809;Little Voice
4820;Mr. Wong Collection (Mr. Wong, Detective / Mystery Of Mr. Wong / Mr. Wong In Chinatown / The Fatal Hour / Doomed To Die / Phantom Of Chinatown) (2DVD)
4839;Playing By Heart [VHS]
4862;The Other Sister [VHS]
4867;Lock, Stock, and Two Smoking Barrels [VHS]
4872;Corruptor [VHS]
4875;Shakespeare in Love [VHS]
4880;Children of Heaven [VHS]
4882;Office Space [VHS]
4897;The Players Club
4903;There's Something About Mary (Special Edition) [VHS]
4923;Inspector Gadget
4925;Payback [VHS]
4935;Deep Cover
4949;Joan of Arc [VHS]
4973;10 Things I Hate About You [VHS]
4974;A Walk on the Moon [VHS]
4980;Never Been Kissed [VHS]
5008;Tea With Mussolini [VHS]
5018;Piranha (20th Anniversary Special Edition)
5026;Madonna - Video Collection 1993-99
5027;Sarah Brightman - One Night in Eden
5033;Candyman 3: Day of the Dead [VHS]
5037;Ravenous [VHS]
5048;Entrapment [VHS]
5052;Baron Blood
5065;Ladies and Gentlemen: The Best of George Michael
5079;Wood [VHS]
5082;My Son the Fanatic
5088;Clockwatchers [VHS]
5099;Brokedown Palace
5111;Breakfast of Champions [VHS]
5114;Stigmata [VHS]
5141;Outside Providence [VHS]
5151;Plunkett & Macleane [VHS]
5162;Star Wars - Episode I, The Phantom Menace [VHS]
5176;Drive Me Crazy [VHS]
5215;Flawless [VHS]
5235;Happy, Texas [VHS]
5245;Mumford [VHS]
5267;The Abominable Snowman
5270;Mighty Peking Man
5274;Torso
5276;Ilsa - The Wicked Warden [VHS]
5281;The World Is Not Enough [VHS]
5284;The Mummy's Shroud
5288;Being John Malkovich
5290;Ilsa - She Wolf of the SS [VHS]
5294;The Straight Story [VHS]
5304;Jackie Chan's Project A
5310;The 10th Kingdom [VHS]
5323;Cradle Will Rock [VHS]
5339;Down to You [VHS]
5379;Steely Dan - Two Against Nature - DTS 5.1
5384;The House of Exorcism / Lisa and the Devil (Double Feature)
5396;Hatchet for the Honeymoon (The Mario Bava Collection)
5407;Rocketship X-M
5408;Topsy Turvy [VHS]
5417;Play it to the Bone
5444;Mansfield Park [VHS]
5462;The Ninth Gate
5508;Scream 3
5514;The Tigger Movie  [VHS]
5535;Ghost Dog - The Way of the Samurai [VHS]
5546;The Big Kahuna [VHS]
5548;Let Sleeping Corpses Lie
5551;Toy Story 2 [VHS]
5564;Passion of Mind [VHS]
5567;Reindeer Games [VHS]
5577;East Is East [VHS]
5581;Waking the Dead [VHS]
5586;Snow Day [VHS]
5590;Return to Me [VHS]
5593;Mission to Mars
5599;Slumber Party Massacre
5965;The Parent Trap [VHS]
5972;The Martian Chronicles [VHS]
6025;Christmas in Connecticut  [VHS]
6050;The Stupids [VHS]
6053;The Godfather [VHS]
6059;Beverly Hills Cop 2 [VHS]
6089;Gilda [VHS]
6091;Mr Deeds Goes to Town [VHS]
6111;Watership Down [VHS]
6115;Vanishing Point [VHS]
6160;Captain Kronos: Vampire Hunter [VHS]
6161;Atlantic City [VHS]
6195;January Man [VHS]
6221;Barry Lyndon [VHS]
6232;The Three Musketeers/The Four Musketeers [VHS]
6260;Legend of Hell House [VHS]
6275;The Seven-Ups [VHS]
6284;The Last Dragon [VHS]
6444;Alice's Adventures in Wonderland [VHS]
6483;Cannibal! The Musical [VHS]
6523;I Spit on Your Grave
6574;Doctor Who - Horror of Fang Rock [VHS]
6626;The Fighting Sullivans [VHS]
6666;Dead and Buried [VHS]
6697;Blue Streak [VHS]
6767;I Know What You Did Last Summer/I Still Know What You Did Last Summer
6827;Teenage Mutant Ninja Turtles III [VHS]
6873;Mrs Miniver / Movie [VHS]
6967;Lethal Weapon: The Complete Series
6990;Swimmer [VHS]
7065;Demons 2 - The Nightmare Returns
7096;Goodbye Charlie [VHS]
7104;Mother Wore Tights [VHS]
7110;Happiness [VHS]
7188;Portrait of Jennie [VHS]
7266;Virus [VHS]
7307;Ghostbusters 2
7310;Lolita
7315;Baby Geniuses [VHS]
7333;Payback
7368;King Cobra [VHS]
7449;Return to Oz [VHS]
7484;Saturday Night Live - The Best of Eddie Murphy [VHS]
7517;Great Ziegfeld [VHS]
7520;Scooby Doo: Witch's Ghost [VHS]
7551;Wallace & Gromit: The First Three Adventures (1990-1995)
7598;Trilogy of Terror
7629;I Saw What You Did [VHS]
7637;The James Bond Collection [VHS]
7653;The Raven [VHS]
7658;Something Wicked This Way Comes (Widescreen Edition) [VHS]
7664;The Stendhal Syndrome
7688;Xiu Xiu: The Sent Down Girl [VHS]
7696;Fitzcarraldo [VHS]
7698;Werewolf in a Girls Dormitory [VHS]
7725;The Transformers - The Movie (International Version) [VHS]
7761;New Rose Hotel
7774;The Living Dead Girl
7782;Anywhere But Here [VHS]
7784;Saturday Night Live: 25 Years Of Laughs [VHS]
7791;Now, Voyager [VHS]
7797;Dick [VHS]
7799;The Shop Around the Corner [VHS]
7800;Run Lola Run [VHS]
7803;Universal Soldier: The Return
7849;Chill Factor [VHS]
7856;Tower of Terror
7858;Teaching Mrs Tingle [VHS]
7919;The Red Violin
7930;Friday Foster [VHS]
7932;Cooley High
7933;Blacula [VHS]
7942;Dudley Do-Right [VHS]
7958;Love Stinks [VHS]
7961;Papillon
7980;The Leopard (The Criterion Collection)
7982;Felicia's Journey [VHS]
7985;The Insider
7989;Fight Club
7990;Eraserhead
7991;Fantasia 2000 (Walt Disney Pictures Presents) [VHS]
7999;Me, Myself & Irene (Special Edition)
8000;X-Men [VHS]
8004;The In Crowd
8005;The Legend of Bagger Vance
8006;Shanghai Noon
8007;The Cell (New Line Platinum Series)
8009;Where the Money Is [VHS]
8010;Keeping the Faith
8012;The Perfect Storm [VHS]
8016;The Eyes of Tammy Faye
8021;The Watcher
8024;Nutty Professor II - The Klumps (Collector's Edition) [VHS]
8026;The Sopranos - The Complete First Season [VHS]
8029;Men of Honor
8030;Titan A.E. [VHS]
8031;Meet the Parents [VHS]
8032;Rules of Engagement
8033;Where the Heart Is [VHS]
8034;What Lies Beneath [VHS]
8038;Little Nicky (New Line Platinum Series)
8039;Boys Don't Cry [VHS]
8041;Hollow Man [VHS]
8046;Bring It on [VHS]
8047;The Emperor's New Groove [VHS]
8056;Billy Elliot [VHS]
8060;Cast Away (Two-Disc Special Edition)
8080;Small Time Crooks [VHS]
8101;Erin Brockovich [VHS]
8154;Tom and Jerry's Greatest Chases
8155;Romance [VHS]
8200;Watch on the Rhine [VHS]
8203;The Shoes of the Fisherman [VHS]
8212;Network [VHS]
8241;The Amazing Dr. Clitterhouse [VHS]
8242;The Big Combo
8358;The Rescuers Down Under [VHS]
8405;The Slipper and the Rose [VHS]
8413;The Omega Code
8445;The Dirty Dozen
8574;The Emperor and the Assassin
8598;The Third Miracle
8603;Sweet and Lowdown (Fullscreen)
8658;The Night Stalker [VHS]
8691;The Big Blue - Director's Cut [VHS]
8706;Woman of the Year
8851;Toy Story & Toy Story 2 (2 Pack)
8853;A Map of the World [VHS]
8868;28 Days (Special Edition)
8921;Me Myself I
8967;The Vicar of Dibley, Vol. 5 - Autumn & Winter [VHS]
8987;Tentacles [VHS]
9042;James Bond 007 Collection Volume 3 [VHS]
9108;River's Edge [VHS]
9175;Earth [VHS]
9201;Don't Tell Mom The Babysitter's Dead
9234;The Cup [VHS]
9373;Frequency
9396;Boys & Girls [VHS]
9433;Left Behind - The Movie
9466;Shaft
9503;Gone in 60 Seconds
9642;The Adventures of Buckaroo Banzai [VHS]
9750;Doctor Who - Revelation of the Daleks [VHS]
9760;The Way of the Gun
9836;Beautiful
9945;Nurse Betty [VHS]
9978;Cherry Falls [VHS]
10043;North  / Movie [VHS]
10135;Book of Shadows - Blair Witch 2 (DVD + CD)
10267;Bounce
10498;Best in Show
10672;Shadow of the Vampire (Widescreen Edition)
10740;Proof of Life
11795;Closely Watched Trains (The Criterion Collection)
12087;Halls of Montezuma
16668;Hellcats of the Navy
42494;Hurlyburly [VHS]
42695;The Lion in Winter [VHS]
42730;Godzilla: Ghidrah - The Three Headed Monster [VHS]
42743;Tenebre [VHS]
42746;North Avenue Irregulars [VHS]
42748;Take the Money and Run [VHS]
42752;One Magic Christmas [VHS]
42863;The Crossing [VHS]
42867;Emma
42873;Avengers '66: Vol. 1
42879;The Planets [VHS]
42894;Men in Black (Collector's Series)
42896;Big Night
42901;Velocity of Gary [VHS]
42904;Spice World
42905;Gattaca
42911;Das Boot - The Director's Cut
42913;Boyz 'N The Hood
42914;Fifth Element [VHS]
42915;Knute Rockne All American DVD
42916;Close Encounters of the Third Kind (Widescreen Edition) [VHS]
42917;Striking Distance
42921;Jason and the Argonauts
42926;The Assignment
42928;Henry Fool [VHS]
42929;Double Team
42930;Maximum Risk
42931;As Good As It Gets
42932;Seven Years in Tibet
42933;The Freshman
42935;Thank God It's Friday [VHS]
42936;The Spanish Prisoner [VHS]
42939;OLIVER! 30th Tribute Edition
42941;Howard's End
42946;Cruel Intentions [VHS]
42948;Blue Thunder
42949;The Opposite of Sex [VHS]
42950;To Die For
42952;Remains of the Day [VHS]
42953;Godzilla Vs King Ghidora [VHS]
42954;Godzilla
42955;Godzilla & Mothra: The Battle for Earth (1992) [VHS]
42957;The Seventh Sign
42958;Wild Things
42960;The Quick and the Dead
42963;8mm [VHS]
42965;Jagged Edge
42968;Midnight Express
42969;Stripes
42971;The Deep End of the Ocean
42976;Bugsy
42979;John Carpenter's Vampires [VHS]
42980;Central Station [VHS]
42981;The Juror
42982;My Stepmother Is An Alien
42985;Fright Night
42987;The Deep
42988;Crazy in Alabama
42993;Revenge
42995;Godzilla VS. Mechagodzilla II [VHS]
42998;The Thirteenth Floor [VHS]
43005;Immortal Beloved [VHS]
43006;Apt Pupil
43007;Ghostbusters [VHS]
43008;Dancer, Texas - Pop 81
43009;Taxi Driver (Special Edition) [VHS]
43010;Candyman
43012;The Thief [VHS]
43013;Awakenings [VHS]
43014;Arlington Road
43015;Hard Times
43018;About Last Night
43022;Silverado (Collector's Edition) [VHS]
43023;Lethal Weapon 2
43036;The End of the Affair [VHS]
43039;Go (Special Edition)
43045;American Movie [VHS]
43047;Little Women (Collector's Series)
43048;I Still Know What You Did Last Summer [VHS]
43049;Annie (Widescreen Edition)
43051;The Net [VHS]
43052;Texas Chainsaw Massacre: The Next Generation
43054;Bad Boys [VHS]
43055;Who's Harry Crumb?
43057;All About My Mother [VHS]
43059;What Planet Are You From? [VHS]
43070;Magnolia [VHS]
43099;The Worst Witch (The Movie) [VHS]
43108;M [VHS]
43113;Autumn Sonata (The Criterion Collection)
43116;Cleo From 5 to 7 [VHS]
43123;Beauty and The Beast (The Criterion Collection)
43133;Lord of the Flies (The Criterion Collection)
43137;The Lady Vanishes (The Criterion Collection)
43140;Grand Illusion (The Criterion Collection)
43141;Hamlet (The Criterion Collection)
43142;Teenage Mutant Ninja Turtles - The Original Movie [VHS]
43146;The 39 Steps (The Criterion Collection)
43147;Sanjuro (The Criterion Collection)
43149;The Wages of Fear (The Criterion Collection)
43150;Good Morning (The Criterion Collection)
43156;...And God Created Woman (The Criterion Collection)
43159;The Passion of Joan of Arc (The Criterion Collection)
43167;Charade (The Criterion Collection)
43169;Pygmalion (The Criterion Collection)
43191;Nightmare on Elm Street [VHS]
43194;Money Talks [VHS]
43197;Bachelor Mother [VHS]
43200;Austin Powers - International Man of Mystery [VHS]
43203;Friday [VHS]
43204;The Island of Dr. Moreau (Unrated Director's Cut)
43206;Deconstructing Harry [VHS]
43210;The Sweet Hereafter [VHS]
43211;Mortal Kombat 2 [VHS]
43219;Lewis & Clark - The Journey of the Corps of Discovery [VHS]
43221;Woo [VHS]
43222;Wag the Dog (New Line Platinum Series)
43223;Zero Effect [VHS]
43224;She Wore a Yellow Ribbon [VHS]
43234;The Wedding Singer
43235;The Long Kiss Goodnight
43240;Fallen (Snap Case Packaging)
43242;The Mask
43245;Mickey Blue Eyes
43247;Dark City [VHS]
43248;Lost in Space [VHS]
43253;Besieged [VHS]
43255;One Night Stand [VHS]
43258;In the Mouth of Madness
43259;Trick [VHS]
43260;The Astronaut's Wife
43261;Embrace of the Vampire (Unrated and R-rated versions of the feature)
43262;Bachelor [VHS]
43263;American History X [VHS]
43271;Next Friday
43273;Hamlet (Widescreen Edition) [VHS]
43276;Simpatico [VHS]
43280;King Kong (Special 60th Anniversary Edition with Documentary) [VHS]
43282;Drop Dead Gorgeous
43283;Blade [VHS]
43284;Wes Craven's New Nightmare
43285;A Nightmare on Elm Street 5 - The Dream Child
43288;Blast From the Past [VHS]
43290;The Green Mile [VHS]
43292;Absolute Power [VHS]
43297;A Nightmare on Elm Street 4: The Dream Master
43301;Highlander: Director's Cut 10th Anniversary Edition
43303;Amityville Dollhouse [VHS]
43304;Father Goose [VHS]
43306;Highlander II: Renegade Version
43311;Sands of Iwo Jima
43316;The Grass Is Greener [VHS]
43323;Invasion of the Body Snatchers
43328;The Boogens [VHS]
43329;Night Falls on Manhattan [VHS]
43333;Godzilla Vs Biollante [VHS]
43339;Night Flier [VHS]
43341;Scent of a Woman [VHS]
43344;Pentagon Wars [VHS]
43347;Cher - Live in Concert
43354;Gia (unrated edition) [VHS]
43356;Introducing Dorothy Dandridge
43363;Citizen X
43371;Kickboxer
43373;Mchale's Navy [VHS]
43376;The Deer Hunter
43379;Criss Cross [VHS]
43380;Apollo 13 (Widescreen 2-Disc Anniversary Edition)
43384;The Shadow
43385;Sudden Death
43388;Which Way Is Up [VHS]
43389;The World At War - 9 Volume Gift Set [VHS]
43391;Jurassic Park (Widescreen Edition) [VHS]
43392;Blue Dahlia [VHS]
43396;The Hitcher
43403;The Beast [VHS]
43404;Timecop
43407;The Major and the Minor [VHS]
43408;The River Wild
43410;The Little Rascals
43411;Centennial Vols 1-12 [VHS]
43412;Dune (Widescreen Edition) [VHS]
43413;Liar Liar [VHS]
43417;Happy Gilmore [VHS]
43420;Born on the Fourth of July
43421;Casino
43422;Parenthood
43426;12 Monkeys (Widescreen Edition) [VHS]
43427;To Kill a Mockingbird (Widescreen) [VHS]
43428;The Jerk
43430;Mercury Rising [VHS]
43434;Tremors (Collector's Edition)
43435;Frighteners [VHS]
43436;Black Angel [VHS]
43437;Blues Brothers [VHS]
43438;Rooster Cogburn (..and the Lady)
43441;The Chamber
43442;Spartacus
43444;The Breakfast Club
43445;Scarface (Collector's Edition)
43447;Psycho (Collector's Edition)
43448;High Plains Drifter
43449;American Graffiti [VHS]
43450;Conan the Barbarian
43452;The Nutty Professor
43453;Dragon: The Bruce Lee Story - Collector's Edition
43454;Uncle Buck
43456;Blues Brothers 2000 [VHS]
43457;Housesitter
43461;The Sting (Full Screen Edition)
43462;Streets of Fire
43463;The Thing - Collector's Edition
43464;Amistad (Widescreen Edition) [VHS]
43465;The Quest
43468;Ministry of Fear [VHS]
43470;Six Days Seven Nights [VHS]
43476;Havana
43477;Carlito's Way (Widescreen Edition) [VHS]
43478;Rumble Fish
43481;Fear and Loathing in Las Vegas
43485;Fletch
43489;Buffalo 66 [VHS]
43491;Bird on a Wire
43492;The Flintstones (Collector's Edition)
43495;Videodrome
43502;If I Were King [VHS]
43503;Darkman II: The Return of Durant
43508;The Prince of Egypt [VHS]
43510;How to Make an American Quilt
43515;The Birds (The Alfred Hitchcock Collection) [VHS]
43517;Child's Play 2
43518;Henry & June
43520;The Hunted
43521;Out of Sight [VHS]
43524;All Quiet on the Western Front
43526;The Trouble With Harry [VHS]
43531;Joseph and the Amazing Technicolor Dreamcoat
43534;The Wiz
43535;Baseketball [VHS]
43536;The Story of Us
43537;Abbott & Costello Meet Frankenstein
43542;Abbott & Costello: Hold That Ghost [VHS]
43546;The Mummy [VHS]
43548;Man on the Moon [VHS]
43550;Creature From the Black Lagoon (Universal Studios Classic Monster Collection)
43551;The Bone Collector
43552;American Psycho [VHS]
43553;Universal Studios Classic Monster Collection (Dracula / Frankenstein / The Mummy / The Invisible Man / The Bride of Frankenstein / The Wolf Man / Phantom of the Opera / Creature from the Black Lagoon)
